item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase
230,i love you (my family),placas identificacion,accesorios,17560.0,13427.0,43.0,4.0,0.004,900.0
1513,key ring (my family),placas identificacion,accesorios,6190.0,4705.0,13.0,1.0,0.001,500.0
378,zd artsy h-harness medium,paseo,accesorios,16900.0,13330.0,36.0,1.0,0.001,500.0
288,zeus arnes fig.a  m  rojo,paseo,accesorios,10990.0,7418.0,23.0,1.0,0.001,500.0
418,glicopan 125mlcu,vitaminas,medicamentos,12590.0,8761.0,24.0,2.0,0.0002,500.0
1698,brit care sensitive venison & potato 12 kg,adultos,alimento,74990.0,57999.0,226.0,0.0,0.015,2550.0
391,pawise repuesto pasto sanitario,higiene,accesorios,17990.0,11959.0,45.0,1.0,0.004,1350.0
592,dogit bebedero gravedad 1 lt,bebederos,accesorios,6990.0,4659.0,17.0,2.0,0.004,1000.0
1522,shampoo traper espuma seca perro 170 cc,higiene,medicamentos,4990.0,3284.0,10.0,0.0,0.0002,500.0
1162,zeedog skull leash large,paseo,accesorios,15900.0,10387.0,34.0,1.0,0.001,500.0
1086,"zeus bozal alpha ""s""",paseo,accesorios,20990.0,16085.0,44.0,1.0,0.001,700.0
1495,pala sanitaria (granulos) negro,higiene,accesorios,4190.0,2795.0,10.0,0.0,0.004,1200.0
647,royal can. shn. medium adult 15 kgr.,adultos,alimento,85410.0,58637.0,257.0,3.0,0.015,5600.0
1152,coastal new earth collar de soya menta l,paseo,accesorios,12590.0,8323.0,27.0,2.0,0.001,500.0
1367,collar gato cinta colores g.a,paseo,accesorios,3200.0,2217.0,7.0,5.0,0.004,700.0
520,bravery lamb mini adulto small breed 7 kg,adultos,alimento,43990.0,32145.0,132.0,2.0,0.015,500.0
64,zeedog honey adjustable air mesh harness extra small,paseo,accesorios,15100.0,9898.0,31.0,2.0,0.001,500.0
14,pro plan sensitive skin m/l 3kg ar,adultos,alimento,30830.0,21186.0,93.0,0.0,0.015,4500.0
1180,sand collar medium,paseo,accesorios,10900.0,8491.0,22.0,0.0,0.001,500.0
1064,zd army green collar extra small,paseo,accesorios,7900.0,5674.0,17.0,0.0,0.001,500.0
492,coastal style collar bones m,paseo,accesorios,8800.0,5813.0,19.0,0.0,0.001,500.0
379,monge vs hepatic dog 2 kg,adultos,alimento,24990.0,18616.0,75.0,3.0,0.015,1950.0
187,small bone chromed brass (my family),placas identificacion,accesorios,9200.0,6269.0,22.0,0.0,0.004,1000.0
763,zeedog neopro tangerine cat collar,paseo,accesorios,4900.0,3899.0,10.0,2.0,0.001,500.0
216,poleron t/2 cata pets,ropa,accesorios,9990.0,7041.0,21.0,0.0,0.001,500.0
791,coastal comfort soft arnes azul xs,paseo,accesorios,15990.0,11643.0,34.0,1.0,0.001,500.0
1076,noon collar extra small,paseo,accesorios,8900.0,6089.0,19.0,1.0,0.001,500.0
878,pack huron acare,hogar-transporte,accesorios,65990.0,45258.0,139.0,0.0,0.001,1300.0
337,monge medium sen chicken de 3 kg,senior,alimento,26190.0,17370.0,80.0,1.0,0.015,2900.0
719,zeedog prisma adjustable air mesh harness medium,paseo,accesorios,23900.0,17000.0,58.0,3.0,0.004,1450.0
1748,zd army green leash large,paseo,accesorios,16900.0,13332.0,36.0,1.0,0.001,500.0
295,coastal sublime collar cubes l,paseo,accesorios,16990.0,13047.0,36.0,3.0,0.001,500.0
1016,zeedog atlanta h-harness large,paseo,accesorios,19830.0,15743.0,42.0,0.0,0.001,750.0
1275,proplan sterilized cat 7.5 kilos,adultos,alimento,41000.0,29985.0,124.0,2.0,0.015,3100.0
1750,small bone golden brass (my family),placas identificacion,accesorios,9200.0,6836.0,19.0,1.0,0.001,500.0
1485,gotham flyharness size 4,paseo,accesorios,37900.3,26830.0,79.0,3.0,0.001,700.0
1866,alimento loros granulado 1kg,adultos,alimento,16990.0,13181.0,42.0,,,500.0
815,puzzle ruff leash large,paseo,accesorios,23900.0,16592.0,50.0,0.0,0.001,700.0
269,apoquel 16 mg x 20 comprimidos,antialergico,medicamentos,42330.0,27941.0,78.0,0.0,0.0002,600.0
995,furminator grooming rake for dog/cat,grooming,accesorios,12820.0,9097.0,27.0,2.0,0.001,550.0
201,zeedog gotham cat collar,paseo,accesorios,4880.0,3494.0,10.0,2.0,0.001,500.0
161,english bulldog (my family),placas identificacion,accesorios,17560.0,13684.0,43.0,1.0,0.004,1200.0
1579,cloranfenicol spray 80 gr.,antibiotico,medicamentos,7590.0,5074.0,14.0,0.0,0.0002,500.0
729,botella 500 ml peq animales,comederos,accesorios,6500.0,4225.0,13.0,0.0,0.001,500.0
401,coastal maslow plato dry ears gris 887 ml,paseo,accesorios,11990.0,8778.0,25.0,0.0,0.001,500.0
702,planet dog tug hueso azul,juguetes,accesorios,17990.0,11886.0,38.0,0.0,0.001,500.0
1500,coastal lazer brite trailla skulls s,paseo,accesorios,9990.0,7966.0,21.0,0.0,0.001,500.0
1129,zeedog split leash large,paseo,accesorios,16900.0,13266.0,42.0,2.0,0.004,500.0
565,arnés adjustable cat ,paseo,accesorios,12990.0,9741.0,27.0,25.0,0.001,500.0
1413,pawise fetch it elefante,juguetes,accesorios,6990.0,4899.0,14.0,0.0,0.001,500.0
1021,zeedog maze adjustable air mesh harness small,paseo,accesorios,19300.0,13056.0,41.0,0.0,0.001,600.0
1025,l.w. bebedero hermetico 400 ml,bebederos,accesorios,8490.0,5529.0,18.0,0.0,0.001,500.0
1411,coastal style collar resolve xs,paseo,accesorios,6990.0,5452.0,17.0,0.0,0.004,500.0
1585,hartz tiny dog jungle plush dog toy,juguetes,accesorios,4290.0,3320.0,9.0,0.0,0.001,500.0
1104,pala sanitaria (granulos) rosada,higiene,accesorios,4190.0,3088.0,10.0,2.0,0.004,500.0
205,royal canin fhn light -17%,weight control,alimento,20470.0,14805.0,62.0,1.0,0.015,4550.0
34,daisy (my family),placas identificacion,accesorios,17560.0,12499.0,37.0,1.0,0.001,500.0
1451,bowl 18 cm,comederos,accesorios,5990.0,4550.0,12.0,1.0,0.001,500.0
1478,blast h-harness medium,paseo,accesorios,16900.0,12080.0,42.0,0.0,0.004,500.0
1840,parka premium perro,ropa,accesorios,26990.0,20138.0,66.0,,,500.0
1390,zeedog ella collar medium,paseo,accesorios,10900.0,8564.0,26.0,0.0,0.004,1350.0
91,royal can  vet cat  young male s/o 3.5 kilo,adultos,alimento,42480.0,31458.0,127.0,12.0,0.015,500.0
1363,superpet gato omega,suplementos,medicamentos,7990.0,6075.0,17.0,0.0,0.001,500.0
897,nexgard 68mg x 1 tab.masticable 10-25k,ant. ext.,medicamentos,13290.0,9507.0,25.0,12.0,0.0002,500.0
564,zeedog neopro bubblegum collar large,paseo,accesorios,14850.0,11041.0,37.0,0.0,0.004,1200.0
1369,zeedog maze cat collar,paseo,accesorios,4900.0,3821.0,10.0,0.0,0.001,500.0
776,royal can. fhn growth kitten 36 2kg.,cachorros,alimento,15740.0,11889.0,47.0,3.0,0.015,2400.0
241,coastal style collar brown paw m,paseo,accesorios,9290.0,7018.0,20.0,0.0,0.001,500.0
13,nutram total grain-free trout & salmon meal dog food 11.4kg,adultos,alimento,87580.0,60900.0,264.0,0.0,0.015,3900.0
315,zeedog phantom h-harness large,paseo,accesorios,19830.0,14432.0,49.0,2.0,0.004,500.0
600,arnes nacional extra grande a. doctor,paseo,accesorios,9590.0,6677.0,20.0,4.0,0.001,500.0
387,royal gastrointestinal canine 385 grs. (lata),latas medicadas,alimento,5240.0,3449.0,16.0,4.0,0.015,1800.0
1297,mixantip plus 50 gr,antibiotico,medicamentos,23990.0,18690.0,45.0,4.0,0.0002,500.0
166,lw mordillo de mimbre natural,enriquecimiento ambiental,accesorios,2790.0,1864.0,6.0,0.0,0.001,500.0
840,collar isabelino 20 cm nº(4),higiene,medicamentos,6990.0,4896.0,13.0,7.0,0.0002,500.0
20,parka premium perro,ropa,accesorios,26990.0,17637.0,57.0,21.0,0.001,750.0
646,educador sanitario perro gato,higiene,accesorios,6850.0,4748.0,14.0,2.0,0.001,500.0
1508,lw bebedero vidrio  eco +  - 355 ml,bebederos,accesorios,9720.0,6387.0,20.0,1.0,0.001,500.0
1154,revolution plus 0.5 ml (2.5 a 5 kg) x 1p,ant. ext.,medicamentos,13290.0,10149.0,25.0,9.0,0.0002,500.0
1528,zeedog ella leash extra small,paseo,accesorios,10860.0,7923.0,22.0,0.0,0.001,500.0
831,marina termocalefactor pre-set 50w- 15cm,enriquecimiento ambiental,accesorios,26990.0,19750.0,66.0,1.0,0.004,1850.0
1267,blocks collar medium,paseo,accesorios,10900.4,8629.0,22.0,0.0,0.001,500.0
1590,brit care cat kitten fillets in gravy with tender turkey 85 ,humedo,alimento,2200.0,1460.0,8.0,0.0,0.015,3150.0
562,zd smash h-harness small,paseo,accesorios,13900.0,10558.0,29.0,0.0,0.001,600.0
1821,mebermic,antiparasitarios,medicamentos,2990.0,2381.0,6.0,,,500.0
957,pink led leash large,paseo,accesorios,16900.0,11151.0,36.0,1.0,0.001,500.0
189,gel otico plus x 11.5 grs.,otico,medicamentos,17150.0,11611.0,32.0,0.0,0.0002,500.0
1806,plato gato doble redondo,comederos,accesorios,15990.0,12097.0,39.0,,,500.0
975,blister dispensador / bolsas fecas klint,higiene,accesorios,4190.0,3109.0,9.0,0.0,0.001,500.0
699,brit care duck endurance 3 kg,adultos,alimento,24990.0,19967.0,75.0,3.0,0.015,4250.0
1499,urinary care c/d hills 82 gr,latas medicadas,alimento,1350.0,1042.0,4.0,1.0,0.015,4400.0
1705,royal canin bhn dachshund 2.5 kilo,razas,alimento,27650.0,19373.0,83.0,0.0,0.015,750.0
510,zeedog nara leash large,paseo,accesorios,16900.0,11265.0,42.0,1.0,0.004,500.0
1082,pro plan adult cat 3kg ar,adultos,alimento,32640.0,22427.0,98.0,4.0,0.015,4700.0
474,coastal style collar plaid  l,paseo,accesorios,8990.0,6254.0,19.0,2.0,0.001,500.0
1584,zeedog super pear,juguetes,accesorios,9870.0,7153.0,21.0,2.0,0.001,500.0
856,big round aluminum purple (my family),placas identificacion,accesorios,7130.0,5097.0,15.0,1.0,0.001,500.0
747,nutram sound balanced wellness puppy food 11.4kg,cachorros,alimento,69670.0,49153.0,209.0,0.0,0.015,3050.0
252,brit care cat tuna with chicken and milk 70grs,latas,alimento,1900.0,1282.0,6.0,0.0,0.015,500.0
21,ultrafil plusx 20ml gotas,otico,medicamentos,15990.0,12480.0,30.0,3.0,0.0002,500.0
1337,capa polar chiporro t/5 cata pets,ropa,accesorios,13490.0,9249.0,28.0,3.0,0.001,500.0
459,kong wobbler cat small,juguetes,accesorios,18990.0,13248.0,39.0,0.0,0.001,550.0
1184,hartz duraplay ball medium,juguetes,accesorios,5990.0,4214.0,14.0,2.0,0.004,500.0
276,le salon essentials rasqueta larga,grooming,accesorios,10790.0,7783.0,22.0,0.0,0.001,500.0
955,dispensador small,juguetes,accesorios,6990.0,5214.0,14.0,45.0,0.001,500.0
1215,le salon cepillo alisador goma large,grooming,accesorios,10690.0,7225.0,22.0,0.0,0.001,500.0
385,repelente exteriores perro/gato -500ml,higiene,accesorios,21990.0,17135.0,46.0,0.0,0.001,500.0
805,coastal lazer brite collar rainbow hearts xs,paseo,accesorios,6990.0,4990.0,14.0,2.0,0.001,500.0
1437,zd violet air-leash,paseo,accesorios,37900.0,28340.0,79.0,1.0,0.001,550.0
1515,zeus nosh hueso flex cachorro sabor tocino m,juguetes,accesorios,8990.0,6338.0,19.0,1.0,0.001,500.0
343,artriofin 88 mg. x 10 comp.,analgesico,medicamentos,18060.0,13666.0,34.0,4.0,0.0002,500.0
769,coastal sparkle collar broche metal  azul xs,paseo,accesorios,13990.0,9331.0,29.0,1.0,0.001,500.0
1332,zeedog atlanta collar medium,paseo,accesorios,10900.0,7104.0,22.0,4.0,0.001,500.0
1685,royal can. obesity canine 1.5 kg.,medicados,alimento,17780.0,13986.0,54.0,4.0,0.015,3100.0
130,coastal maslow  plato pup verde 384 ml,paseo,accesorios,6990.0,4981.0,14.0,0.0,0.001,500.0
1687,capa arnè talla 1 cata pets,ropa,accesorios,13490.0,10788.0,28.0,1.0,0.001,500.0
871,big bone bronx studs xl (my family),placas identificacion,accesorios,13330.0,10505.0,28.0,2.0,0.001,600.0
1123,zeus arnes fig.h xl rojo,paseo,accesorios,17790.0,14010.0,43.0,2.0,0.004,1350.0
1396,nt total grain-free small breed chicken & turkey dog food 2k,adultos,alimento,27750.0,19747.0,83.0,0.0,0.015,3300.0
87,mamistop 100 gr. (gato),suplemento,medicamentos,6250.0,4441.0,12.0,3.0,0.0002,500.0
1482,feline  k/d  lata x 156gr,latas medicadas,alimento,7640.0,5365.0,24.0,9.0,0.015,4550.0
330,miracanis pasta ,digestivo,medicamentos,7540.0,5841.0,14.0,1.0,0.0002,500.0
1238,rasguñador torre sky,hogar-transporte,accesorios,163590.0,127605.0,400.0,0.0,0.004,700.0
466,zd crimson air-leash,paseo,accesorios,37900.0,25365.0,93.0,0.0,0.004,1100.0
121,zd bordeau ruff leash large,paseo,accesorios,23900.0,16852.0,50.0,1.0,0.001,600.0
1638,kitten pouch 85gr,humedo,alimento,2330.0,1639.0,8.0,19.0,0.015,500.0
1044,zd bordeau adjustable air mesh harness small,paseo,accesorios,19300.0,14158.0,41.0,1.0,0.001,500.0
1724,brit care cat grain-free sterilized weight control 2 kg,weight control,alimento,17990.0,12936.0,55.0,0.0,0.015,800.0
1095,pro plan sensitive dog salmon y arroz lata 370 grs,latas medicadas,alimento,4800.0,3521.0,14.0,0.0,0.015,2600.0
1130,zeedog atlanta leash large,paseo,accesorios,16840.0,11474.0,41.0,2.0,0.004,500.0
1294,coastal glow in the dark collar cat,paseo,accesorios,10490.0,8065.0,22.0,1.0,0.001,500.0
860,i'm the king (my family),placas identificacion,accesorios,17560.0,12995.0,43.0,0.0,0.004,1000.0
1459,pileran gotas,digestivo,medicamentos,17450.0,11405.0,33.0,0.0,0.0002,500.0
1126,complete grain free ferret diet 2.5kg.,alimento exoticos,accesorios,37790.0,29584.0,79.0,0.0,0.001,750.0
